市辖区	110100000000
县	110200000000
市辖区	120100000000
县	120200000000
石家庄市	130100000000
唐山市	130200000000
秦皇岛市	130300000000
邯郸市	130400000000
邢台市	130500000000
保定市	130600000000
张家口市	130700000000
承德市	130800000000
沧州市	130900000000
廊坊市	131000000000
衡水市	131100000000
省直辖县级行政区划	139000000000
太原市	140100000000
大同市	140200000000
阳泉市	140300000000
长治市	140400000000
晋城市	140500000000
朔州市	140600000000
晋中市	140700000000
运城市	140800000000
忻州市	140900000000
临汾市	141000000000
吕梁市	141100000000
呼和浩特市	150100000000
包头市	150200000000
乌海市	150300000000
赤峰市	150400000000
通辽市	150500000000
鄂尔多斯市	150600000000
呼伦贝尔市	150700000000
巴彦淖尔市	150800000000
乌兰察布市	150900000000
兴安盟	152200000000
锡林郭勒盟	152500000000
阿拉善盟	152900000000
沈阳市	210100000000
大连市	210200000000
鞍山市	210300000000
抚顺市	210400000000
本溪市	210500000000
丹东市	210600000000
锦州市	210700000000
营口市	210800000000
阜新市	210900000000
辽阳市	211000000000
盘锦市	211100000000
铁岭市	211200000000
朝阳市	211300000000
葫芦岛市	211400000000
长春市	220100000000
吉林市	220200000000
四平市	220300000000
辽源市	220400000000
通化市	220500000000
白山市	220600000000
松原市	220700000000
白城市	220800000000
延边朝鲜族自治州	222400000000
哈尔滨市	230100000000
齐齐哈尔市	230200000000
鸡西市	230300000000
鹤岗市	230400000000
双鸭山市	230500000000
大庆市	230600000000
伊春市	230700000000
佳木斯市	230800000000
七台河市	230900000000
牡丹江市	231000000000
黑河市	231100000000
绥化市	231200000000
大兴安岭地区	232700000000
市辖区	310100000000
县	310200000000
南京市	320100000000
无锡市	320200000000
徐州市	320300000000
常州市	320400000000
苏州市	320500000000
南通市	320600000000
连云港市	320700000000
淮安市	320800000000
盐城市	320900000000
扬州市	321000000000
镇江市	321100000000
泰州市	321200000000
宿迁市	321300000000
杭州市	330100000000
宁波市	330200000000
温州市	330300000000
嘉兴市	330400000000
湖州市	330500000000
绍兴市	330600000000
金华市	330700000000
衢州市	330800000000
舟山市	330900000000
台州市	331000000000
丽水市	331100000000
合肥市	340100000000
芜湖市	340200000000
蚌埠市	340300000000
淮南市	340400000000
马鞍山市	340500000000
淮北市	340600000000
铜陵市	340700000000
安庆市	340800000000
黄山市	341000000000
滁州市	341100000000
阜阳市	341200000000
宿州市	341300000000
六安市	341500000000
亳州市	341600000000
池州市	341700000000
宣城市	341800000000
福州市	350100000000
厦门市	350200000000
莆田市	350300000000
三明市	350400000000
泉州市	350500000000
漳州市	350600000000
南平市	350700000000
龙岩市	350800000000
宁德市	350900000000
南昌市	360100000000
景德镇市	360200000000
萍乡市	360300000000
九江市	360400000000
新余市	360500000000
鹰潭市	360600000000
赣州市	360700000000
吉安市	360800000000
宜春市	360900000000
抚州市	361000000000
上饶市	361100000000
济南市	370100000000
青岛市	370200000000
淄博市	370300000000
枣庄市	370400000000
东营市	370500000000
烟台市	370600000000
潍坊市	370700000000
济宁市	370800000000
泰安市	370900000000
威海市	371000000000
日照市	371100000000
莱芜市	371200000000
临沂市	371300000000
德州市	371400000000
聊城市	371500000000
滨州市	371600000000
菏泽市	371700000000
郑州市	410100000000
开封市	410200000000
洛阳市	410300000000
平顶山市	410400000000
安阳市	410500000000
鹤壁市	410600000000
新乡市	410700000000
焦作市	410800000000
濮阳市	410900000000
许昌市	411000000000
漯河市	411100000000
三门峡市	411200000000
南阳市	411300000000
商丘市	411400000000
信阳市	411500000000
周口市	411600000000
驻马店市	411700000000
省直辖县级行政区划	419000000000
武汉市	420100000000
黄石市	420200000000
十堰市	420300000000
宜昌市	420500000000
襄阳市	420600000000
鄂州市	420700000000
荆门市	420800000000
孝感市	420900000000
荆州市	421000000000
黄冈市	421100000000
咸宁市	421200000000
随州市	421300000000
恩施土家族苗族自治州	422800000000
省直辖县级行政区划	429000000000
长沙市	430100000000
株洲市	430200000000
湘潭市	430300000000
衡阳市	430400000000
邵阳市	430500000000
岳阳市	430600000000
常德市	430700000000
张家界市	430800000000
益阳市	430900000000
郴州市	431000000000
永州市	431100000000
怀化市	431200000000
娄底市	431300000000
湘西土家族苗族自治州	433100000000
广州市	440100000000
韶关市	440200000000
深圳市	440300000000
珠海市	440400000000
汕头市	440500000000
佛山市	440600000000
江门市	440700000000
湛江市	440800000000
茂名市	440900000000
肇庆市	441200000000
惠州市	441300000000
梅州市	441400000000
汕尾市	441500000000
河源市	441600000000
阳江市	441700000000
清远市	441800000000
东莞市	441900000000
中山市	442000000000
潮州市	445100000000
揭阳市	445200000000
云浮市	445300000000
南宁市	450100000000
柳州市	450200000000
桂林市	450300000000
梧州市	450400000000
北海市	450500000000
防城港市	450600000000
钦州市	450700000000
贵港市	450800000000
玉林市	450900000000
百色市	451000000000
贺州市	451100000000
河池市	451200000000
来宾市	451300000000
崇左市	451400000000
海口市	460100000000
三亚市	460200000000
三沙市	460300000000
省直辖县级行政区划	469000000000
